file	status	date_created
ENCFF791APF	in progress	2014-10-24T17:07:32.257962+00:00
ENCFF276HDS	in progress	2014-10-24T22:18:14.114296+00:00
ENCFF453AHB	in progress	2015-12-11T16:47:33.962211+00:00
ENCFF440GHW	in progress	2015-12-11T15:57:25.624702+00:00
ENCFF256JRU	in progress	2015-12-11T15:58:29.318471+00:00
ENCFF934PJE	in progress	2015-05-22T17:53:13.843636+00:00
ENCFF461ZFZ	in progress	2014-10-24T17:00:31.979608+00:00
ENCFF521WIC	in progress	2015-12-22T15:34:33.463438+00:00
ENCFF785GEA	in progress	2014-10-28T02:13:15.942710+00:00
ENCFF084IJQ	in progress	2014-10-27T04:39:09.836427+00:00
ENCFF680RJI	in progress	2015-12-11T16:26:48.667207+00:00
ENCFF231XQF	in progress	2015-12-11T15:51:36.782282+00:00
ENCFF521IES	in progress	2015-12-23T12:49:19.750242+00:00
ENCFF644SSR	in progress	2014-10-24T17:08:46.523981+00:00
ENCFF815VLD	in progress	2014-10-24T16:59:43.157047+00:00
ENCFF838IER	in progress	2014-10-24T21:50:41.249952+00:00
ENCFF228ITV	in progress	2014-10-09T17:37:16.041580+00:00
ENCFF081DDG	in progress	2014-10-25T03:00:23.547395+00:00
ENCFF565MIO	in progress	2014-10-25T03:29:38.626448+00:00
ENCFF966WHJ	in progress	2014-10-27T05:34:38.057937+00:00
ENCFF568YEU	in progress	2014-10-25T03:50:25.642101+00:00
ENCFF316LVB	in progress	2014-10-29T01:00:48.897967+00:00
ENCFF678SQQ	in progress	2014-10-27T05:03:47.522202+00:00
ENCFF818PHS	in progress	2015-12-22T15:31:47.009836+00:00
ENCFF238HDJ	in progress	2014-10-27T04:04:45.384788+00:00
ENCFF399IUT	in progress	2015-12-11T16:00:43.309805+00:00
ENCFF873WJQ	in progress	2015-12-11T16:42:02.430226+00:00
ENCFF727LRA	in progress	2015-12-23T13:00:29.320628+00:00
ENCFF499UAP	in progress	2015-12-10T18:06:59.568713+00:00
ENCFF007QNS	in progress	2014-10-25T05:20:32.299671+00:00
ENCFF197EAD	in progress	2014-10-24T22:39:18.516336+00:00
ENCFF351GCF	in progress	2014-10-25T04:47:10.560737+00:00
ENCFF324UEF	in progress	2014-10-25T04:59:57.451688+00:00
ENCFF357EHL	in progress	2015-12-10T18:26:06.141611+00:00
ENCFF775QDK	in progress	2015-12-11T15:01:21.281115+00:00
ENCFF686XIA	in progress	2015-02-20T02:59:44.674523+00:00
ENCFF899UUK	in progress	2014-10-25T05:13:08.156841+00:00
ENCFF312CZM	in progress	2014-10-24T17:20:08.731180+00:00
ENCFF908KEB	in progress	2014-10-24T17:22:26.284864+00:00
ENCFF582BLP	in progress	2014-10-27T05:45:39.706542+00:00
ENCFF927OQW	in progress	2015-12-11T17:35:34.690554+00:00
ENCFF398KLJ	in progress	2014-10-27T04:59:43.838577+00:00
ENCFF500ATS	in progress	2014-10-27T05:37:38.174890+00:00
ENCFF864CRK	in progress	2014-10-27T04:46:41.365673+00:00
ENCFF155EFV	in progress	2014-10-28T02:03:28.363892+00:00
ENCFF294OVE	in progress	2014-10-28T01:58:09.407371+00:00
ENCFF248CBD	in progress	2014-10-28T02:18:21.014789+00:00
ENCFF391NAV	in progress	2014-10-28T02:09:26.981160+00:00
ENCFF662YPN	in progress	2015-12-11T14:59:57.482581+00:00
ENCFF486NBC	in progress	2014-10-28T02:02:25.148259+00:00
ENCFF757ZTZ	in progress	2014-10-28T01:56:07.524864+00:00
ENCFF997ZOE	in progress	2015-05-22T15:12:35.521359+00:00
ENCFF459MUJ	in progress	2015-05-22T14:48:03.142501+00:00
ENCFF004HZH	in progress	2014-12-05T20:36:53.764376+00:00
ENCFF391ZQH	in progress	2014-12-06T05:13:59.948841+00:00
ENCFF070FBD	in progress	2014-10-25T05:36:07.729471+00:00
ENCFF607NGV	in progress	2015-12-22T15:39:27.551371+00:00
ENCFF680ACO	in progress	2014-12-08T16:06:26.157224+00:00
ENCFF408BKW	in progress	2014-12-05T21:19:01.526053+00:00
ENCFF211APE	in progress	2014-10-09T17:46:37.421155+00:00
ENCFF923ABZ	in progress	2014-10-24T21:43:49.289882+00:00
ENCFF754CJZ	in progress	2015-12-10T18:32:40.965730+00:00
ENCFF939YAI	in progress	2015-12-23T12:58:53.122195+00:00
ENCFF607BRP	in progress	2014-10-27T04:33:01.040574+00:00
ENCFF636HEX	in progress	2014-10-27T15:07:07.337563+00:00
ENCFF936MMN	in progress	2015-12-10T18:15:42.904112+00:00
ENCFF943AHJ	in progress	2014-10-27T05:30:59.112471+00:00
ENCFF119FUG	in progress	2016-02-26T13:45:13.605726+00:00
ENCFF688DCO	in progress	2016-03-02T06:03:18.947425+00:00
ENCFF183OZI	in progress	2015-12-11T14:41:30.651964+00:00
ENCFF960ZXH	in progress	2014-10-24T16:56:04.558859+00:00
ENCFF944DXB	in progress	2015-12-11T14:55:50.202989+00:00
ENCFF055OLK	in progress	2014-10-27T05:35:45.064175+00:00
ENCFF082PFU	in progress	2014-10-25T02:46:47.051850+00:00
ENCFF819ITL	in progress	2014-10-27T06:11:28.960444+00:00
ENCFF050AHD	in progress	2015-12-10T18:08:13.526598+00:00
ENCFF543UEY	in progress	2015-12-10T18:54:29.070151+00:00
ENCFF796GTV	in progress	2015-05-21T16:44:39.373944+00:00
ENCFF425JLP	in progress	2015-05-21T16:48:12.156294+00:00
ENCFF477TGR	in progress	2014-10-24T22:49:51.386428+00:00
ENCFF740ISH	in progress	2014-10-27T06:27:01.734515+00:00
ENCFF732GMP	in progress	2015-12-10T18:34:48.580188+00:00
ENCFF278ZFI	in progress	2015-12-23T13:11:41.824006+00:00
ENCFF103FNH	in progress	2015-12-22T23:33:48.121700+00:00
ENCFF956SSU	in progress	2015-12-10T18:11:45.204491+00:00
ENCFF323BKN	in progress	2014-10-27T05:56:09.548937+00:00
ENCFF408VKV	in progress	2014-10-27T05:16:18.503779+00:00
ENCFF564HYG	in progress	2015-12-10T18:14:16.007714+00:00
ENCFF014YDJ	in progress	2015-12-10T18:34:03.159153+00:00
ENCFF988MDL	in progress	2016-02-24T03:14:07.568039+00:00
ENCFF466WSK	in progress	2014-10-27T06:07:48.011463+00:00
ENCFF968XEI	in progress	2015-12-10T18:13:38.227798+00:00
ENCFF696ZFX	in progress	2015-05-22T17:30:43.771034+00:00
ENCFF936KFD	in progress	2015-12-23T13:15:57.287452+00:00
ENCFF282ALQ	in progress	2015-12-23T13:42:53.105518+00:00
ENCFF468EBP	in progress	2014-10-25T02:38:07.786949+00:00
ENCFF794NKI	in progress	2014-10-24T21:26:44.616934+00:00
ENCFF267UJB	in progress	2014-10-27T06:30:16.991695+00:00
ENCFF220HFT	in progress	2016-02-24T04:10:49.352898+00:00
ENCFF023EPH	in progress	2014-10-27T04:43:55.255127+00:00
ENCFF250WAH	in progress	2014-10-27T04:31:29.404812+00:00
ENCFF436WIU	in progress	2015-12-11T14:50:57.292641+00:00
ENCFF208HOC	in progress	2015-05-22T15:33:45.088418+00:00
ENCFF200IJQ	in progress	2015-12-11T16:10:21.441977+00:00
ENCFF959JYI	in progress	2015-12-11T15:08:24.116160+00:00
ENCFF499TRH	in progress	2014-10-27T05:32:08.780490+00:00
ENCFF702LEK	in progress	2014-10-27T03:50:52.765256+00:00
ENCFF131TJJ	in progress	2015-12-10T18:09:05.292447+00:00
ENCFF465RWE	in progress	2014-10-24T17:13:08.698786+00:00
ENCFF528WDJ	in progress	2014-10-25T05:11:19.569036+00:00
ENCFF930ROB	in progress	2015-12-11T15:56:37.052115+00:00
ENCFF978EDL	in progress	2015-05-22T16:54:42.748245+00:00
ENCFF709MXB	in progress	2014-10-27T06:25:51.885022+00:00
ENCFF842WEN	in progress	2014-10-25T05:16:07.070385+00:00
ENCFF724FTJ	in progress	2014-10-24T17:28:53.456961+00:00
ENCFF689CTT	in progress	2014-10-25T03:33:26.247372+00:00
ENCFF663CQE	in progress	2015-12-11T16:20:39.959412+00:00
ENCFF738STQ	in progress	2015-12-10T18:39:21.155483+00:00
ENCFF198TGL	in progress	2015-12-10T18:35:49.436005+00:00
ENCFF646YOD	in progress	2015-12-23T13:06:48.497791+00:00
ENCFF473ZAE	in progress	2015-12-10T18:02:15.960934+00:00
ENCFF448JEE	in progress	2015-12-10T18:47:44.935517+00:00
ENCFF619XSH	in progress	2014-10-27T04:34:10.111323+00:00
ENCFF093FNY	in progress	2014-10-27T04:36:57.507023+00:00
ENCFF007MEI	in progress	2014-10-25T04:34:00.573178+00:00
ENCFF793TQC	in progress	2016-02-24T04:32:48.947996+00:00
ENCFF674KCQ	in progress	2015-12-11T15:31:40.453353+00:00
ENCFF937PJI	in progress	2015-12-10T17:59:44.179615+00:00
ENCFF370WUG	in progress	2014-10-27T05:08:35.964747+00:00
ENCFF172AKN	in progress	2014-10-27T06:19:59.981062+00:00
ENCFF661UWX	in progress	2015-02-20T03:36:07.614552+00:00
ENCFF005WFQ	in progress	2015-02-20T03:14:36.422334+00:00
ENCFF169HAZ	in progress	2015-12-22T15:33:39.790063+00:00
ENCFF149OGB	in progress	2015-10-03T16:15:14.712002+00:00
ENCFF921PCJ	in progress	2016-02-24T04:25:48.426558+00:00
ENCFF815TBB	in progress	2014-10-24T16:56:47.644466+00:00
ENCFF483EKF	in progress	2014-12-08T16:06:41.189457+00:00
ENCFF682HVT	in progress	2014-12-06T05:15:01.492633+00:00
ENCFF783UHH	in progress	2014-12-06T05:14:33.726942+00:00
ENCFF392RHX	in progress	2015-12-11T14:49:43.145981+00:00
ENCFF587KRU	in progress	2015-12-10T17:56:43.743930+00:00
ENCFF734TVO	in progress	2015-12-11T15:26:57.445488+00:00
ENCFF532XGG	in progress	2015-12-10T18:38:40.822060+00:00
ENCFF037CCV	in progress	2014-10-27T06:30:53.581345+00:00
ENCFF488UWA	in progress	2014-10-28T02:15:50.412108+00:00
ENCFF746KLI	in progress	2015-12-10T18:18:48.048675+00:00
ENCFF868FPZ	in progress	2015-05-22T14:56:59.765022+00:00
ENCFF805WOH	in progress	2015-12-11T16:13:35.976068+00:00
ENCFF111LMG	in progress	2015-10-03T16:33:03.419738+00:00
ENCFF093UQF	in progress	2014-10-25T05:31:42.935499+00:00
ENCFF802NIR	in progress	2014-10-28T02:22:41.863314+00:00
ENCFF361VEE	in progress	2014-10-27T04:32:17.821721+00:00
ENCFF564DOM	in progress	2015-12-10T18:29:25.059532+00:00
ENCFF765LQM	in progress	2015-12-22T23:19:50.267441+00:00
ENCFF598PWF	in progress	2014-10-25T04:37:02.622348+00:00
ENCFF700QWJ	in progress	2014-10-24T16:40:56.018190+00:00
ENCFF288ZNK	in progress	2014-10-25T05:02:04.220621+00:00
ENCFF600PSI	in progress	2014-10-24T16:39:56.556790+00:00
ENCFF338USW	in progress	2014-10-27T04:49:06.263262+00:00
ENCFF980VWU	in progress	2014-10-25T04:12:03.130563+00:00
ENCFF971UJG	in progress	2015-12-10T18:05:22.772642+00:00
ENCFF068DPU	in progress	2015-05-22T15:35:11.970046+00:00
ENCFF428DVP	in progress	2014-10-25T04:37:43.659978+00:00
ENCFF522RPS	in progress	2014-10-27T05:12:32.237504+00:00
ENCFF220RNL	in progress	2015-12-10T17:55:14.991704+00:00
ENCFF636JYF	in progress	2014-10-28T02:19:24.508556+00:00
ENCFF580EKZ	in progress	2015-12-11T15:07:29.553436+00:00
ENCFF264DKJ	in progress	2014-12-08T16:06:51.472534+00:00
ENCFF370IQS	in progress	2014-10-25T05:07:03.082267+00:00
ENCFF837VDZ	in progress	2014-10-25T05:03:10.930620+00:00
ENCFF898UIK	in progress	2015-12-11T16:07:22.495246+00:00
ENCFF976UZK	in progress	2015-12-23T12:51:43.274800+00:00
ENCFF865LIH	in progress	2015-12-11T14:37:21.433748+00:00
ENCFF860KWL	in progress	2015-12-11T16:49:42.033645+00:00
ENCFF864AUP	in progress	2014-10-28T02:15:16.839128+00:00
ENCFF268SPR	in progress	2014-10-27T15:19:51.593350+00:00
ENCFF224QRP	in progress	2014-10-27T15:04:38.524853+00:00
ENCFF206VSB	in progress	2014-10-27T05:03:01.882740+00:00
ENCFF300UZJ	in progress	2016-02-24T04:01:37.782742+00:00
ENCFF323DQZ	in progress	2015-05-22T15:20:22.633061+00:00
ENCFF791BPB	in progress	2014-10-27T15:16:47.777579+00:00
ENCFF868TZL	in progress	2014-10-27T19:16:17.136407+00:00
ENCFF249QLD	in progress	2015-12-11T15:34:40.089597+00:00
ENCFF689OJE	in progress	2015-12-10T18:53:26.839829+00:00
ENCFF409BNB	in progress	2014-10-25T04:44:02.707307+00:00
ENCFF954GPQ	in progress	2014-10-24T21:40:32.381015+00:00
ENCFF481LMR	in progress	2014-12-06T05:15:50.882775+00:00
ENCFF705YPK	in progress	2015-12-11T14:39:34.249870+00:00
ENCFF625VRT	in progress	2014-10-27T05:17:01.253445+00:00
ENCFF248WCN	in progress	2014-10-27T05:55:23.411902+00:00
ENCFF751DMM	in progress	2015-12-10T18:27:28.414837+00:00
ENCFF575ZIC	in progress	2014-10-28T02:10:37.450429+00:00
ENCFF680BIB	in progress	2014-10-28T02:08:51.378398+00:00
ENCFF433BBA	in progress	2014-10-24T22:42:23.128782+00:00
ENCFF858GLL	in progress	2014-10-25T04:34:45.234412+00:00
ENCFF561VTH	in progress	2016-02-24T04:07:45.242686+00:00
ENCFF332WSR	in progress	2015-12-11T15:45:53.740670+00:00
ENCFF792DKM	in progress	2015-12-23T13:38:26.429964+00:00
ENCFF988WZZ	in progress	2015-12-11T14:57:19.290120+00:00
ENCFF022HZP	in progress	2014-10-25T05:34:07.943245+00:00
ENCFF402WSG	in progress	2014-10-25T04:49:30.340166+00:00
ENCFF356HOF	in progress	2014-10-24T17:11:20.285009+00:00
ENCFF614PPA	in progress	2014-10-24T16:51:40.835719+00:00
ENCFF441FWH	in progress	2014-10-24T21:15:09.453738+00:00
ENCFF052FGX	in progress	2015-12-11T14:45:26.508993+00:00
ENCFF188WPE	in progress	2015-12-23T13:23:06.958992+00:00
ENCFF308WYU	in progress	2014-10-27T04:00:03.166268+00:00
ENCFF088QWF	in progress	2015-12-11T16:29:24.179876+00:00
ENCFF002AUO	in progress	2014-03-19
ENCFF002AWB	in progress	2014-03-19
ENCFF575KIT	in progress	2014-10-25T05:26:35.248796+00:00
ENCFF463MZE	in progress	2014-10-25T04:56:47.532266+00:00
ENCFF155AHX	in progress	2015-05-22T15:48:01.888685+00:00
ENCFF859CLK	in progress	2015-12-10T18:15:01.455151+00:00
ENCFF199JVE	in progress	2015-12-10T18:09:27.267337+00:00
ENCFF451VPP	in progress	2015-05-23T15:44:22.729749+00:00
ENCFF115OOT	in progress	2015-12-22T21:43:19.630798+00:00
ENCFF616LKQ	in progress	2015-12-11T16:46:42.307772+00:00
ENCFF168JIX	in progress	2015-12-11T14:58:07.803903+00:00
ENCFF706FJF	in progress	2015-05-22T17:02:57.205823+00:00
ENCFF254NPS	in progress	2015-12-10T18:43:09.609772+00:00
ENCFF806OUD	in progress	2016-02-24T03:44:10.208276+00:00
ENCFF900KAK	in progress	2014-10-27T15:20:29.564029+00:00
ENCFF344APO	in progress	2015-12-10T18:22:34.822958+00:00
ENCFF726NNC	in progress	2015-12-22T23:25:51.840820+00:00
ENCFF749AYN	in progress	2014-10-25T05:14:38.874927+00:00
ENCFF813QXK	in progress	2014-10-25T03:04:30.937447+00:00
ENCFF281ZEA	in progress	2014-10-24T17:12:13.984231+00:00
ENCFF299BLB	in progress	2014-10-25T04:38:15.032898+00:00
ENCFF056KLC	in progress	2015-12-09T14:58:20.628957+00:00
ENCFF281SFT	in progress	2015-12-10T18:45:33.338324+00:00
ENCFF068FTH	in progress	2015-12-11T16:51:30.919314+00:00
ENCFF752EVM	in progress	2014-10-27T03:59:24.404743+00:00
ENCFF002AUR	in progress	2014-03-19
ENCFF943CJP	in progress	2015-12-11T15:10:57.616188+00:00
ENCFF007KCC	in progress	2015-12-10T18:05:49.970428+00:00
ENCFF893EJB	in progress	2015-02-20T03:21:15.524760+00:00
ENCFF858OKX	in progress	2015-12-22T15:28:36.714270+00:00
ENCFF448MIB	in progress	2015-12-22T15:27:56.991641+00:00
ENCFF318GUA	in progress	2015-10-03T16:54:18.019199+00:00
ENCFF837BUH	in progress	2015-02-20T03:18:40.040521+00:00
ENCFF669VMV	in progress	2015-12-22T15:32:26.337936+00:00
ENCFF165RVV	in progress	2015-02-20T02:59:19.143545+00:00
ENCFF500QBC	in progress	2015-02-20T03:42:34.054885+00:00
ENCFF567OGB	in progress	2015-02-20T03:49:54.904801+00:00
ENCFF433UNT	in progress	2015-12-22T15:40:29.249396+00:00
ENCFF964WRW	in progress	2015-02-20T03:46:03.978975+00:00
ENCFF864ECI	in progress	2015-02-20T03:35:31.928335+00:00
ENCFF265QNX	in progress	2015-02-20T03:53:13.759346+00:00
ENCFF268OEO	in progress	2015-02-20T03:43:36.835422+00:00
ENCFF187JWY	in progress	2015-02-20T03:52:15.976810+00:00
ENCFF819HVH	in progress	2015-02-20T03:58:56.019023+00:00
ENCFF127DBI	in progress	2015-02-20T03:32:50.408901+00:00
ENCFF149VFS	in progress	2015-02-20T02:56:30.538183+00:00
ENCFF744CHR	in progress	2015-10-03T16:31:06.567692+00:00
ENCFF878YDV	in progress	2015-12-22T15:38:24.743032+00:00
ENCFF402NNI	in progress	2015-12-22T15:35:25.675140+00:00
ENCFF942UDZ	in progress	2015-10-03T16:16:48.660646+00:00
ENCFF347SIP	in progress	2015-10-03T16:41:06.505917+00:00
ENCFF581AJL	in progress	2015-12-22T15:37:42.828454+00:00
ENCFF995NAN	in progress	2015-02-20T03:48:14.454269+00:00
ENCFF539YTE	in progress	2015-02-20T03:10:16.724815+00:00
ENCFF265PXG	in progress	2015-02-20T03:54:05.537724+00:00
ENCFF858GGV	in progress	2015-02-20T03:33:30.868448+00:00
ENCFF452SFO	in progress	2015-02-20T03:46:47.210395+00:00
ENCFF187XAN	in progress	2015-02-20T03:26:38.889198+00:00
ENCFF502JKQ	in progress	2015-12-22T15:36:20.526258+00:00
ENCFF603MTX	in progress	2015-02-20T03:04:16.341710+00:00
ENCFF625FYD	in progress	2015-10-03T16:20:45.145661+00:00
ENCFF030TBA	in progress	2015-12-22T15:30:59.073786+00:00
ENCFF355ZOM	in progress	2015-12-22T15:37:08.450254+00:00
ENCFF404YUQ	in progress	2015-02-20T03:12:53.151083+00:00
ENCFF832ZZN	in progress	2015-12-22T15:34:53.487889+00:00
ENCFF755RTB	in progress	2015-02-20T03:09:42.023619+00:00
ENCFF021CAX	in progress	2015-02-20T03:15:14.788385+00:00
ENCFF893PTS	in progress	2015-02-20T03:18:08.087533+00:00
ENCFF469IWB	in progress	2015-02-20T03:54:42.160553+00:00
ENCFF997FJO	in progress	2015-02-20T03:23:00.401334+00:00
ENCFF300ISE	in progress	2015-02-20T03:51:23.468112+00:00
ENCFF756LAS	in progress	2015-02-20T03:05:36.501920+00:00
ENCFF201HOC	in progress	2015-02-20T03:03:43.769609+00:00
ENCFF731LBO	in progress	2015-02-20T03:27:08.134315+00:00
ENCFF503GGH	in progress	2015-02-20T03:59:46.120555+00:00
